,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
0,N/A,N/A,a,N/A,N/A,N/A,N/A,N/A,39.69,31.05,3.06,2.96,9.93,13.08,3.61,9.25,12.13,12380000000.0,12010000000.0,16.94,1.76,2.97,15.38,2.97,2040000000.0,15.38,438000000.0,1.20,110.30,0.80,2000000000.0,6.03,1660000000.0,3.78,12.57,1300000000.0,1.20,0.39,85.20,6460000.0,2.38,2.15,5960000.0,N/A
1,N/A,N/A,aa,N/A,N/A,N/A,N/A,N/A,63.53,N/A,0.39,0.72,0.54,8.73,3.32,0.03,17.90,8830000000.0,16070000000.0,11.82,7.00,0.71,4.95,0.71,4770000000.0,4.95,190000000.0,0.15,N/A,17.80,1920000000.0,1.47,9100000000.0,1.54,9.30,1580000000.0,0.28,0.13,62.50,139860000.0,5.23,11.46,130870000.0,N/A
2,N/A,N/A,aapl,N/A,N/A,N/A,N/A,N/A,54.02,10.50,2.31,4.52,22.85,30.48,17.05,46.25,40.62,5.3665e+11,5.6139e+11,9.26,0.84,2.40,6.81,2.40,93630000000.0,6.81,53390000000.0,9.22,31.40,22.30,42000000000.0,7.53,64480000000.00001,1.11,21.40,81270000000.0,1.06,0.03,60.20,68190000.0,1.63,1.23,74240000.0,N/A
3,N/A,N/A,abbv,N/A,N/A,N/A,N/A,N/A,660.77,33.15,4.10,18.48,12.86,35.58,11.70,59.26,13.56,93430000000.0,1.1272e+11,11.36,0.64,5.14,13.16,5.14,15530000000.0,13.16,2810000000.0,1.72,144.90,18.40,9310000000.0,5.70,32130000000.000004,2.03,2.98,4990000000.0,1.62,0.10,73.60,24120000.0,3.20,1.52,21090000.0,N/A
4,N/A,N/A,abc,N/A,N/A,N/A,N/A,N/A,551.37,N/A,0.14,30.22,0.10,0.96,3.31,10.41,624.29,18690000000.0,20300000000.0,13.77,1.04,0.15,13.13,0.15,3530000000.0,13.13,134890000.0,0.62,437.30,12.30,2220000000.0,10.79,3490000000.0,0.90,3.06,3920000000.0,0.67,5.53,86.10,9730000.0,5.30,5.21,10580000.0,N/A
5,N/A,N/A,abt,N/A,N/A,N/A,N/A,N/A,39.38,13.31,2.93,2.86,22.17,15.98,4.88,11.51,13.70,59610000000.0,62530000000.0,16.86,1.86,3.04,13.26,3.04,11030000000.0,13.26,2520000000.0,3.00,7.80,1.40,6140000000.0,4.12,8359999999.999999,1.82,14.15,3380000000.0,1.39,0.21,70.50,15610000.0,2.80,1.06,16070000.0,N/A
6,N/A,N/A,aci,N/A,N/A,N/A,N/A,N/A,135.46,25.21,2.15,3.69,8.57,14.98,5.40,15.72,8.81,2230000000.0,2940000000.0,24.45,1.44,2.86,14.82,2.86,561390000.0,14.82,88040000.0,0.75,6.10,4.40,80860000.0,0.68,811270000.0,1.04,5.06,196030000.0,1.15,2.13,101.10,3890000.0,7.78,3.88,3530000.0,N/A
7,N/A,N/A,acn,N/A,N/A,N/A,N/A,N/A,0.43,20.87,2.04,10.75,9.76,14.55,15.91,52.33,49.76,62200000000.0,60610000000.0,17.32,1.93,1.94,11.67,1.94,9810000000.0,11.67,3040000000.0,4.75,1.50,1.50,3080000000.0,4.90,27660000.0,1.25,9.43,3830000000.0,1.04,0.21,83.10,9730000.0,3.87,1.55,8850000.0,N/A
8,N/A,N/A,adbe,N/A,N/A,N/A,N/A,N/A,27.24,70.92,9.27,6.35,13.13,18.86,5.02,9.14,9.62,43860000000.0,42370000000.0,23.70,1.20,8.83,34.11,8.83,3520000000.0,34.11,629550000.0,1.24,152.70,21.70,3990000000.0,8.00,1910000000.0,2.18,14.05,N/A,1.09,0.38,92.30,4890000.0,1.72,1.01,3940000.0,N/A
9,N/A,N/A,adi,N/A,N/A,N/A,N/A,N/A,17.86,22.99,4.49,3.04,20.29,30.94,9.54,14.18,10.99,15780000000.0,13290000000.0,15.10,1.71,3.87,10.34,3.87,2260000000.0,10.34,696880000.0,2.20,11.40,20.20,3030000000.0,9.71,906070000.0,3.66,16.26,907800000.0,1.15,0.75,88.30,4980000.0,1.96,1.61,6080000.0,N/A
10,N/A,N/A,adm,N/A,N/A,N/A,N/A,N/A,37.94,10.80,0.25,1.03,2.54,3.38,3.69,9.62,114.57,18670000000.0,23850000000.0,10.33,142.88,0.33,7.13,0.33,4770000000.0,7.13,1830000000.0,2.90,66.30,8.60,1140000000.0,1.91,6780000000.0,1.63,29.72,1640000000.0,1.26,2.23,77.00,10460000.0,2.07,1.70,8250000.0,N/A
11,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,43.09,24.80,3.29,7.92,13.48,18.34,3.94,27.11,23.66,36080000000.0,35270000000.0,21.08,2.31,3.18,15.25,3.18,4510000000.0,15.25,1420000000.0,3.15,14.00,5.80,3210000000.0,6.96,2000000000.0,1.14,9.99,1620000000.0,0.86,0.14,78.10,4280000.0,2.74,0.92,4630000.0,N/A
12,N/A,N/A,adsk,N/A,N/A,N/A,N/A,N/A,85.79,N/A,4.25,6.19,11.18,0.99,0.31,14.08,11.12,10790000000.0,9930000000.0,N/A,1.02,3.94,58.15,3.94,2170000000.0,58.15,281800000.0,1.24,N/A,2.90,2280000000.0,10.14,1490000000.0,2.10,7.69,501300000.0,1.88,0.21,95.10,8100000.0,4.49,3.54,8980000.0,N/A
13,N/A,N/A,adt,N/A,N/A,N/A,N/A,N/A,184.79,16.70,1.33,1.64,8.28,19.42,4.08,9.79,20.90,4740000000.0,10080000000.0,12.76,1.58,2.82,5.54,2.82,2000000000.0,5.54,296000000.0,1.72,1.20,1.80,78000000.0,0.47,5390000000.0,0.61,17.60,1600000000.0,1.35,0.22,122.20,37520000.0,22.45,26.17,38110000.0,N/A
14,N/A,N/A,aee,N/A,N/A,N/A,N/A,N/A,100.04,15.87,1.77,1.50,10.92,22.10,3.62,8.54,24.49,10270000000.0,17820000000.0,15.62,2.79,3.00,8.25,3.00,2470000000.0,8.25,595000000.0,2.67,17.10,9.80,72000000.0,0.30,7160000000.0,0.80,28.91,1880000000.0,0.44,0.25,66.40,3140000.0,1.62,1.30,3070000.0,N/A
15,N/A,N/A,aeo,N/A,N/A,N/A,N/A,N/A,N/A,14.61,0.81,2.33,5.68,9.26,11.03,17.31,17.87,2870000000.0,2460000000.0,12.72,1.48,0.70,5.31,0.70,1150000000.0,5.31,201650000.0,1.01,720.30,7.60,363120000.0,1.87,0.00,1.82,6.22,360640000.0,0.99,10.09,95.50,46180000.0,9.27,24.94,43820000.0,N/A
16,N/A,N/A,aep,N/A,N/A,N/A,N/A,N/A,114.11,16.06,1.69,1.65,10.23,19.84,3.60,10.25,35.31,28430000000.0,49210000000.0,15.61,3.60,2.85,9.31,2.85,9300000000.0,9.31,1770000000.0,3.61,5.30,6.50,292000000.0,0.60,20210000000.0,0.64,36.06,4810000000.0,0.36,0.01,68.40,5430000.0,1.71,1.11,5280000.0,N/A
17,N/A,N/A,aes,N/A,N/A,N/A,N/A,N/A,320.35,10.24,0.37,1.65,3.80,16.99,4.39,14.45,22.55,5800000000.0,24680000000.0,7.77,2.72,1.57,6.40,1.57,3090000000.0,6.40,597000000.0,0.84,63.10,16.20,1890000000.0,2.81,20700000000.0,1.11,5.29,2080000000.0,1.30,0.26,96.80,11740000.0,2.08,1.67,12550000.0,N/A
18,N/A,N/A,aet,N/A,N/A,N/A,N/A,N/A,49.20,15.95,0.61,2.30,3.84,7.61,5.35,14.90,171.53,36280000000.0,39890000000.0,12.92,1.41,0.67,7.64,0.67,15090000000.0,7.64,2300000000.0,6.52,5.80,1.50,4510000000.0,12.92,7840000000.0,0.81,45.51,3050000000.0,0.44,0.35,90.40,13370000.0,4.54,4.13,12710000.0,N/A
19,N/A,N/A,afl,N/A,N/A,N/A,N/A,N/A,34.29,9.72,1.15,1.40,11.93,20.44,2.19,14.28,48.17,23710000000.0,26500000000.0,8.80,3.62,1.26,6.11,1.26,8359999999.999999,6.11,2510000000.0,5.71,19.70,11.60,3520000000.0,8.25,5920000000.0,0.37,40.36,6740000000.0,1.14,2.41,67.40,7040000.0,3.29,1.67,6870000.0,N/A
20,N/A,N/A,agn,N/A,N/A,N/A,N/A,N/A,55.09,26.93,5.86,1.58,19.44,13.64,1.70,4.33,58.44,1.1548e+11,1.5561e+11,18.07,2.23,7.93,20.36,7.93,6760000000.0,20.36,2470000000.0,10.88,N/A,90.10,2069999999.9999998,5.25,42680000000.0,2.05,184.12,3790000000.0,1.19,0.23,88.40,4430000.0,1.52,1.13,4570000.0,N/A
21,N/A,N/A,aig,N/A,N/A,N/A,N/A,N/A,30.84,16.08,1.18,0.71,7.94,16.03,1.15,4.58,44.05,68100000000.0,86210000000.0,10.75,1.38,1.46,6.14,1.46,30800000000.0,6.14,4730000000.0,3.42,N/A,23.20,13980000000.0,11.30,30720000000.0,1.89,79.40,2880000000.0,1.22,0.03,87.70,15620000.0,1.74,1.15,15780000.0,N/A
22,N/A,N/A,aiv,N/A,N/A,N/A,N/A,N/A,214.60,27.46,6.30,4.15,22.98,26.76,2.61,14.41,6.22,5780000000.0,10600000000.0,15.53,2.07,11.16,19.24,11.16,603740000.0,19.24,205600000.0,1.35,82.90,0.20,45240000.0,0.29,3940000000.0,0.32,9.22,346480000.0,0.19,0.91,102.90,2390000.0,2.03,2.08,3610000.0,N/A
23,N/A,N/A,aiz,N/A,N/A,N/A,N/A,N/A,26.10,42.91,0.50,1.12,1.21,2.27,0.48,2.51,150.20,5050000000.0,4100000000.0,11.58,1.29,0.39,10.96,0.39,2290000000.0,10.96,125570000.0,1.79,N/A,6.20,2290000000.0,34.81,1220000000.0,0.82,70.17,408630000.0,0.69,1.26,97.80,1370000.0,2.55,2.02,1460000.0,N/A
24,N/A,N/A,akam,N/A,N/A,N/A,N/A,N/A,20.07,25.34,3.75,2.62,15.32,22.35,7.49,11.13,12.07,8200000000.0,8040000000.0,17.14,1.48,3.73,11.57,3.73,1350000000.0,11.57,330090000.0,1.82,3.40,10.60,667850000.0,3.75,619360000.0,3.65,17.31,741900000.0,1.10,2.80,89.10,6650000.0,3.25,3.83,6300000.0,N/A
25,N/A,N/A,all,N/A,N/A,N/A,N/A,N/A,25.24,10.09,0.63,1.22,7.02,11.56,2.41,11.70,87.12,22460000000.0,23870000000.0,10.51,1.57,0.67,5.31,0.67,13130000000.0,5.31,2390000000.0,5.75,16.80,1.00,3940000000.0,10.18,5180000000.0,0.51,48.10,3360000000.0,1.20,0.27,77.60,3780000.0,1.49,0.94,3890000.0,N/A
26,N/A,N/A,alxn,N/A,N/A,N/A,N/A,N/A,44.22,144.31,14.11,4.29,9.24,32.70,6.00,4.06,12.11,36030000000.0,37510000000.0,28.81,1.71,14.99,41.55,14.99,2060000000.0,41.55,231110000.0,1.11,N/A,20.10,1460000000.0,6.47,3650000000.0,3.23,36.52,767800000.0,1.20,0.36,98.30,5860000.0,4.41,4.43,5970000.0,N/A
27,N/A,N/A,amat,N/A,N/A,N/A,N/A,N/A,59.66,14.62,1.96,2.51,14.26,17.11,7.25,17.79,7.96,18810000000.0,18480000000.0,10.70,0.89,1.91,9.13,1.91,3950000000.0,9.13,1380000000.0,1.12,31.20,4.60,4960000000.0,4.32,4540000000.0,2.44,6.56,1160000000.0,1.87,0.21,87.10,18190000.0,1.41,1.48,21390000.0,N/A
28,N/A,N/A,amd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.36,N/A,21.58,7.89,5.58,926.63,5.48,1430000000.0,3050000000.0,N/A,0.03,0.71,18.02,0.71,1840000000.0,18.02,922000000.0,1.19,N/A,25.80,755000000.0,0.96,2260000000.0,1.70,0.43,174000000.0,1.66,18.57,43.30,120440000.0,10.02,19.02,116620000.0,N/A
29,N/A,N/A,amgn,N/A,N/A,N/A,N/A,N/A,113.57,18.51,5.32,4.08,29.98,39.13,7.36,24.14,28.21,1.1694e+11,1.1477e+11,14.54,1.60,5.35,11.08,5.35,15640000000.0,11.08,6430000000.0,8.38,49.80,13.80,31120000000.0,41.26,31760000000.0,5.42,37.05,9460000000.0,1.23,0.13,81.70,8880000.0,2.90,1.34,8350000.0,N/A
30,N/A,N/A,amp,N/A,N/A,N/A,N/A,N/A,139.95,10.53,1.32,2.12,13.38,27.34,1.42,19.39,65.99,15950000000.0,22570000000.0,8.86,0.86,1.85,6.31,1.85,10310000000.0,6.31,1630000000.0,8.70,5.50,7.20,5880000000.0,33.79,12340000000.0,2.31,43.59,2320000000.0,1.45,0.25,89.20,2280000.0,2.09,1.26,2430000.0,N/A
31,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,254.74,66.62,8.49,5.82,13.94,35.69,4.26,11.63,11.01,37700000000.0,55250000000.0,16.01,1.40,12.18,19.62,12.18,3010000000.0,19.62,557560000.0,1.34,50.40,19.20,287400000.0,0.68,17030000000.000002,0.68,15.63,2109999999.9999998,0.83,0.11,97.00,6040000.0,3.09,1.44,5900000.0,N/A
32,N/A,N/A,amzn,N/A,N/A,N/A,N/A,N/A,149.53,819.15,2.68,21.68,0.33,1.70,2.22,2.88,215.62,2.6802e+11,2.7345e+11,102.47,5.09,2.72,39.03,2.72,26240000000.0,39.03,328000000.0,0.70,N/A,23.20,14430000000.0,30.78,18590000000.0,1.08,26.50,9820000000.0,1.46,17.82,67.50,4780000.0,1.15,1.26,5140000.0,N/A
33,N/A,N/A,an,N/A,N/A,N/A,N/A,N/A,238.81,11.43,0.24,2.18,2.25,4.32,6.67,21.64,181.39,5090000000.0,10270000000.0,9.94,0.86,0.50,10.18,0.50,2990000000.0,10.18,462800000.0,4.03,11.30,9.10,63900000.0,0.58,5410000000.0,0.95,20.41,507500000.0,1.19,27.31,69.30,4030000.0000000005,5.17,5.55,3820000.0,N/A
34,N/A,N/A,anf,N/A,N/A,N/A,N/A,N/A,26.64,80.13,0.48,1.34,0.63,3.72,3.22,1.80,50.82,1720000000.0,1630000000.0,21.66,1.12,0.46,4.75,0.46,2310000000.0,4.75,22220000.0,0.32,129.80,3.60,405610000.0,6.04,337970000.0,1.88,18.84,349560000.0,0.80,1.71,126.10,22440000.0,7.24,36.95,22460000.0,N/A
35,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,103.10,19.44,2.02,4.00,10.80,16.74,4.36,19.66,41.48,23270000000.0,29000000000.0,13.01,1.60,2.49,11.56,2.49,12040000000.0,11.56,1250000000.0,4.37,4.50,4.80,676000000.0,2.47,6130000000.0,1.03,21.48,1830000000.0,1.17,1.04,90.00,3630000.0,2.86,1.31,3320000.0,N/A
36,N/A,N/A,apa,N/A,N/A,N/A,N/A,N/A,73.31,N/A,1.50,1.32,239.65,10.13,1.23,87.42,22.92,13080000000.0,20250000000.0,N/A,12.11,2.34,3.51,2.34,11000000000.0,3.51,19760000000.0,54.96,N/A,52.70,1660000000.0,4.38,8780000000.0,1.88,25.95,4660000000.0,0.87,0.45,91.70,12100000.0,2.62,3.22,10100000.0,N/A
37,N/A,N/A,apc,N/A,N/A,N/A,N/A,N/A,102.29,N/A,1.44,1.11,53.68,54.64,6.76,28.46,21.40,15520000000.0,31090000000.0,N/A,0.25,2.86,7.50,2.86,15080000000.0,7.50,5840000000.0,11.51,N/A,47.30,2069999999.9999998,4.08,17440000000.0,1.17,27.71,182000000.0,0.98,0.21,86.50,14810000.0,1.90,2.88,11140000.0,N/A
38,N/A,N/A,apd,N/A,N/A,N/A,N/A,N/A,79.66,19.99,2.60,3.55,12.92,19.18,6.74,17.35,46.04,25330000000.0,31420000000.0,14.44,1.12,3.18,11.08,3.18,2950000000.0,11.08,1280000000.0,5.88,231.20,8.50,224000000.0,1.04,5880000000.0,0.80,33.66,2440000000.0,1.34,0.15,88.70,3180000.0,2.03,1.48,3040000.0,N/A
39,N/A,N/A,aph,N/A,N/A,N/A,N/A,N/A,89.69,19.45,2.52,4.45,13.60,19.94,9.68,24.75,17.98,14340000000.0,15260000000.0,18.17,2.67,2.74,11.85,2.74,1690000000.0,11.85,756800000.0,2.39,12.20,7.40,1600000000.0,5.18,2850000000.0,3.57,10.20,981700000.0,0.80,0.36,101.40,4900000.0,5.02,1.88,4900000.0,N/A
40,N/A,N/A,apol,N/A,N/A,N/A,N/A,N/A,3.95,N/A,0.32,0.71,2.66,7.00,4.77,3.93,22.56,818390000.0,137120000.0,15.71,0.45,0.06,0.47,0.06,1360000000.0,0.47,40630000.0,0.60,N/A,18.00,676780000.0,6.24,43270000.0,1.58,10.01,131419999.99999999,0.93,12.33,90.50,3900000.0,1.85,3.92,4220000.0,N/A
41,N/A,N/A,arg,N/A,N/A,N/A,N/A,N/A,147.54,28.59,1.86,5.20,6.85,11.87,6.58,18.74,71.66,9990000000.0,12750000000.0,26.21,3.56,2.38,13.05,2.38,2950000000.0,13.05,367190000.0,4.84,0.30,1.20,58070000.0,0.81,2830000000.0,1.04,26.64,747780000.0,0.85,10.17,81.50,1680000.0,1.29,2.85,1070000.0,N/A
42,N/A,N/A,arna,N/A,N/A,N/A,N/A,N/A,83.83,N/A,9.45,4.57,275.57,262.45,22.38,138.28,0.17,405060000.0,263580000.0,N/A,0.18,6.63,2.79,6.63,29210000.0,2.79,109580000.0,0.47,N/A,11.90,181280000.0,0.75,68910000.0,4.21,0.34,95640000.0,0.69,0.59,58.60,19880000.0,6.41,9.39,25670000.0,N/A
43,N/A,N/A,aro,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01,N/A,8.04,6.35,12.55,292.59,20.18,19600000.0,121790000.0,N/A,0.02,0.08,1.98,0.08,336440000.0,1.98,128820000.0,1.62,N/A,19.80,41830000.0,0.52,142820000.0,1.29,0.20,48390000.0,3.25,14.36,61.70,13200000.0,7.10,24.40,14120000.0,N/A
44,N/A,N/A,ati,N/A,N/A,N/A,N/A,N/A,59.80,N/A,0.21,0.35,3.20,0.30,0.12,4.34,37.56,854010000.0,2140000000.0,130.33,0.73,0.53,10.78,0.53,378600000.0,10.78,131100000.0,1.21,N/A,22.10,197500000.0,1.81,1510000000.0,2.85,22.03,203000000.0,2.08,1.14,79.20,13440000.0,4.66,12.45,12020000.0,N/A
45,N/A,N/A,atvi,N/A,N/A,N/A,N/A,N/A,51.05,23.64,5.26,3.22,22.39,30.86,6.70,14.61,6.73,25380000000.0,25260000000.0,21.97,2.36,5.17,15.77,5.17,2880000000.0,15.77,1080000000.0,1.47,N/A,31.50,4520000000.0,6.18,4080000000.0,3.92,10.93,1360000000.0,1.07,30.35,69.50,55850000.0,8.95,10.23,56780000.0,N/A
46,N/A,N/A,avb,N/A,N/A,N/A,N/A,N/A,64.09,31.39,13.07,2.48,39.05,38.66,2.76,7.71,14.11,23480000000.0,30400000000.0,20.74,3.09,16.28,25.51,16.28,1690000000.0,25.51,727140000.0,5.47,14.50,11.60,318560000.0,2.33,6310000000.0,0.95,71.81,1040000000.0,0.04,0.45,100.60,1400000.0,1.48,1.25,1650000.0,N/A
47,N/A,N/A,avp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.14,N/A,15.03,7.07,6.84,460.15,17.53,1060000000.0,2730000000.0,8.10,1.23,0.36,4.24,0.36,5350000000.0,4.24,1130000000.0,2.60,N/A,22.00,624200000.0,1.43,2310000000.0,1.38,1.80,137300000.0,2.35,0.11,105.50,51170000.0,4.51,11.78,54860000.0,N/A
48,N/A,N/A,avy,N/A,N/A,N/A,N/A,N/A,99.84,18.81,0.88,5.10,4.77,8.70,7.61,24.68,67.15,5380000000.0,6240000000.0,15.95,1.85,1.02,9.02,1.02,1650000000.0,9.02,291500000.0,3.14,35.70,5.90,189200000.0,2.08,1050000000.0,1.30,11.56,464300000.0,1.15,0.47,91.30,4490000.0,6.26,4.98,4250000.0,N/A
49,N/A,N/A,axp,N/A,N/A,N/A,N/A,N/A,243.27,11.38,1.95,2.89,18.07,28.31,3.71,27.49,31.23,62040000000.0,93130000000.0,11.65,1.59,2.95,N/A,2.95,N/A,N/A,5630000000.0,5.54,14.30,2.00,20420000000.0,20.75,51900000000.0,2.04,21.66,10480000000.0,0.89,0.19,83.00,16980000.0,3.01,1.97,17310000.0,N/A
50,N/A,N/A,azo,N/A,N/A,N/A,N/A,N/A,N/A,19.23,2.10,N/A,11.44,19.22,15.55,N/A,331.06,21560000000.0,26200000000.0,15.71,1.41,2.54,11.60,2.54,5330000000.0,11.60,1180000000.0,37.12,8.30,5.60,175930000.0,5.82,4750000000.0,0.85,58.74,1470000000.0,0.75,0.80,97.80,43.00,8.07,8.64,2280000.0,N/A
51,N/A,N/A,ba,N/A,N/A,N/A,N/A,N/A,132.86,15.37,0.87,12.55,5.79,8.29,5.24,52.43,139.09,81830000000.0,83660000000.0,12.97,1.49,0.86,8.44,0.86,14010000000.0,8.44,5610000000.0,7.95,25.10,8.70,9820000000.0,14.66,9020000000.0,1.17,10.05,11240000000.0,1.05,0.06,74.60,19230000.0,5.34,3.33,19190000.0,N/A
52,N/A,N/A,bac,N/A,N/A,N/A,N/A,N/A,N/A,10.10,1.87,0.64,20.25,30.79,0.76,6.57,7.64,1.4255e+11,1.6291e+11,7.91,0.97,2.03,N/A,2.03,N/A,N/A,14770000000.0,1.36,N/A,3.40,508160000000.0,48.32,516909999999.99994,N/A,22.41,18550000000.0,0.94,0.06,63.20,70980000.0,0.89,0.68,67390000.0,N/A
53,N/A,N/A,bax,N/A,N/A,N/A,N/A,N/A,85.77,11.08,1.20,2.47,10.65,19.48,8.58,22.45,29.63,19010000000.0,19950000000.0,24.31,2.57,1.24,4.81,1.24,8160000000.0,4.81,1830000000.0,3.14,99.80,8.20,6130000000.0,11.20,6730000000.0,1.86,14.31,2069999999.9999998,0.80,10.11,84.90,10630000.0,2.89,1.96,10770000.0,N/A
54,N/A,N/A,bbby,N/A,N/A,N/A,N/A,N/A,58.46,8.49,0.58,2.70,7.15,12.05,12.77,29.85,71.61,7020000000.0,7940000000.0,8.33,1.66,0.66,4.66,0.66,4620000000.0,4.66,859010000.0,5.06,21.10,0.30,490740000.0,3.06,1500000000.0,1.91,16.00,1170000000.0,1.06,3.33,99.60,16750000.0,6.55,10.11,17180000.0,N/A
